措	cu2
娶	cu2
取	cu2
趣	cu3
覷	cu3
處	cu3
厝	cu3
滁	cu5
徐	cu5
歪	cua2
蔡	cua3
閂	cuan3
闖	cuang2
闖	cuang3
炊	cue1
吹	cue1
髓	cue2
箠	cue5
棰	cue5
找	cue7
輟	cuek4
裰	cuek4
蕞	cuek4
綴	cuek4
撮	cuek4
掇	cuek4
惙	cuek4
嘬	cuek4
啜	cuek4
剟	cuek4
穿	cueng1
皴	cueng1
川	cueng1
湍	cueng2
喘	cueng2
鑹	cueng3
釧	cueng3
躥	cueng3
纂	cueng3
篡	cueng3
竄	cueng3
爨	cueng3
攛	cueng3
串	cueng3
銓	cueng5
醛	cueng5
詮	cueng5
荃	cueng5
筌	cueng5
痊	cueng5
牷	cueng5
栓	cueng5
拴	cueng5
全	cueng5
膪	cui1
璀	cui1
摧	cui1
搋	cui1
推	cui1
崔	cui1
催	cui1
踹	cui2
膗	cui2
脆	cui2
毳	cui2
撬	cui2
揣	cui2
惴	cui2
觜	cui3
翠	cui3
綷	cui3
粹	cui3
碎	cui3
焠	cui3
淬	cui3
嘴	cui3
啐	cui3
齣	cuk4
出	cuk4
椿	cung1
春	cung1
蠢	cung2
荈	cung2
舛	cung2
忖	cung2
寸	cung3
吋	cung3
存	cung5
哧	cv1
鼠	cv2
跐	cv2
泚	cv2
此	cv2
呲	cv2
茨	cv3
次	cv3
廁	cv3
髭	cv5
雌	cv5
訾	cv5
茲	cv5
茨	cv5
糍	cv5
磁	cv5
眦	cv5
眥	cv5
疵	cv5
瓷	cv5
慈	cv5
徐	cv5
兹	cv5
邨	cvng1
艙	cvng1
穿	cvng1
瘡	cvng1
村	cvng1
倉	cvng1
刺	cvng3
牀	cvng5
打	da2
咑	da2
禾	da5
遢	dah4
褡	dah4
耷	dah4
搭	dah4
䐛	dah4
遝	dah8
踏	dah8
沓	dah8
呆	dai1
逮	dai2
歹	dai2
黛	dai3
貸	dai3
襶	dai3
玳	dai3
戴	dai3
岱	dai3
靆	dai6
釱	dai6
逮	dai6
迨	dai6
殆	dai6
怠	dai6
大	dai6
笪	dak4
鐸	dak8
達	dak8
踱	dak8
繨	dak8
碡	dak8
濯	dak8
毒	dak8
度	dak8
墶	dak8
噠	dak8
值	dak8
聃	dam1
耽	dam1
眈	dam1
湛	dam1
萏	dam2
啖	dam6
擔	dan1
儋	dan1
膽	dan2
擔	dan3
呾	dan3
澹	dan6
淡	dan6
氮	dan6
擲	dan6
鐺	dang1
鄲	dang1
襠	dang1
簞	dang1
癉	dang1
璫	dang1
殫	dang1
檔	dang1
東	dang1
坍	dang1
噹	dang1
冬	dang1
丹	dang1
中	dang1
黨	dang2
讜	dang2
董	dang2
等	dang2
癉	dang2
亶	dang2
誕	dang3
蜑	dang3
蛋	dang3
當	dang3
檔	dang3
棟	dang3
旦	dang3
擋	dang3
凍	dang3
陳	dang5
銅	dang5
茼	dang5
筒	dang5
同	dang5
仝	dang5
重	dang6
蕩	dang6
菪	dang6
碭	dang6
盪	dang6
憚	dang6
愓	dang6
宕	dang6
凼	dang6
但	dang6
洞	dang7
峝	dang7
峒	dang7
答	dap4
瘩	dap4
溚	dap4
嗒	dap4
逗	dau1
讀	dau1
篼	dau1
忉	dau1
兜	dau1
陡	dau2
鈄	dau2
蚪	dau2
禱	dau2
燾	dau2
枓	dau2
斗	dau2
搗	dau2
捯	dau2
抖	dau2
找	dau2
島	dau2
倒	dau2
鬥	dau3
骰	dau5
投	dau5
道	dau6
蹈	dau6
纛	dau6
稻	dau6
盜	dau6
導	dau6
豆	dau7
痘	dau7
茶	de5
竺	dek4
竹	dek4
德	dek4
嫡	dek4
鹿	dek8
鏑	dek8
逷	dek8
逖	dek8
迪	dek8
軸	dek8
蟄	dek8
菂	dek8
荻	dek8
翟	dek8
笛	dek8
的	dek8
狄	dek8
特	dek8
滌	dek8
敵	dek8
妯	dek8
嘀	dek8
值	dek8
鄭	den7
靪	deng1
鐙	deng1
釘	deng1
酊	deng1
蹬	deng1
簦	deng1
登	deng1
癥	deng1
症	deng1
疔	deng1
町	deng1
玎	deng1
燈	deng1
汀	deng1
徵	deng1
叮	deng1
仃	deng1
丁	deng1
頂	deng2
酊	deng2
等	deng2
戥	deng2
飣	deng3
鐙	deng3
釘	deng3
訂	deng3
磴	deng3
碇	deng3
矴	deng3
盯	deng3
叮	deng3
凳	deng3
重	deng5
葶	deng5
婷	deng5
亭	deng5
錠	deng6
鄭	deng6
鄧	deng6
躑	deng6
腚	deng6
綻	deng6
𩭲	di1
踟	di1
蜘	di1
羝	di1
祗	di1
知	di1
的	di1
氐	di1
底	di1
呧	di1
低	di1
邸	di2
詆	di2
袛	di2
胝	di2
祗	di2
砥	di2
牴	di2
氐	di2
柢	di2
抵	di2
徵	di2
弤	di2
底	di2
坻	di2
螮	di3
蝃	di3
致	di3
置	di3
緻	di3
碲	di3
知	di3
智	di3
帝	di3
池	di5
雉	di6
隸	di6
銻	di6
逮	di6
棣	di6
悌	di6
彘	di6
弟	di6
娣	di6
治	di7
地	di7
爹	dia1
謫	diah4
擢	diah4
摘	diah4
糴	diah8
鼎	dian2
埕	dian5
呈	dian5
錠	dian6
定	dian7
潮	die5
著	dieh4
着	dieh4
着	dieh8
郅	diek4
迭	diek4
輒	diek4
輊	diek4
軼	diek4
跌	diek4
蜇	diek4
蛭	diek4
膣	diek4
耋	diek4
絰	diek4
窒	diek4
秩	diek4
瓞	diek4
桎	diek4
昳	diek4
抶	diek4
帙	diek4
垤	diek4
喆	diek4
哲	diek4
厔	diek4
跌	diek8
昳	diek8
姪	diek8
侄	diek8
霑	diem1
詀	diem1
覘	diem1
砧	diem1
玷	diem1
沾	diem1
敁	diem1
掂	diem1
點	diem2
踮	diem3
痁	diem3
惦	diem3
店	diem3
埝	diem3
坫	diem3
菾	diem5
甜	diem5
苫	diem6
簟	diem6
弶	dien1
張	dien1
釣	dien3
賬	dien3
脹	dien3
帳	dien3
場	dien5
趙	dien6
丈	dien6
顛	dieng1
癲	dieng1
珍	dieng1
滇	dieng1
巔	dieng1
輾	dieng2
腆	dieng2
碾	dieng2
碘	dieng2
淟	dieng2
搌	dieng2
捵	dieng2
抻	dieng2
展	dieng2
囅	dieng2
典	dieng2
電	dieng6
臀	dieng6
簟	dieng6
癜	dieng6
甸	dieng6
澱	dieng6
淀	dieng6
殿	dieng6
奠	dieng6
墊	dieng6
鍱	diep8
蹀	diep8
諜	diep8
蝶	diep8
牒	diep8
堞	diep8
喋	diep8
蒂	dih4
